skewness,song,spectral_rolloff,energy,spread,centroid,zcr,genre,kurtosis
7.483148e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,9.205444e+02,1.126767e-02,1.432660e+03,5.506017e+02,1.818848e-02,classical,5.973730e+01
5.044866e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,8.371033e+02,6.616506e-03,2.090722e+03,7.710421e+02,1.577759e-02,classical,2.525920e+01
8.025027e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,7.913452e+02,1.307809e-02,1.341441e+03,5.173699e+02,1.620483e-02,classical,6.916025e+01
8.661215e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,1.255655e+03,1.469752e-02,1.150201e+03,6.166043e+02,2.243042e-02,classical,8.560848e+01
6.237459e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,7.913452e+02,7.883899e-03,1.716258e+03,6.188136e+02,1.702881e-02,classical,4.023267e+01
8.427124e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,1.651328e+03,3.861386e-02,7.287498e+02,6.311450e+02,3.186035e-02,classical,1.192104e+02
9.545612e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,1.470987e+03,2.621461e-02,9.297080e+02,5.533254e+02,2.154541e-02,classical,1.177555e+02
6.784393e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,9.959106e+02,8.566223e-03,1.553285e+03,6.096004e+02,1.470947e-02,classical,4.881626e+01
9.656540e+00,electronic_vs_classical/04-beethoven-pathetique-atm.mp3,1.664786e+03,1.878446e-02,9.516914e+02,5.530259e+02,2.221680e-02,classical,1.162687e+02
3.402106e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,2.357886e+03,4.380544e-02,1.434687e+03,1.088452e+03,2.825928e-02,classical,1.116778e+01
1.924522e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,8.371033e+02,1.563073e-03,3.842650e+03,2.297132e+03,2.014160e-03,classical,-3.174884e-01
4.261425e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,1.588074e+03,2.040409e-02,1.454870e+03,1.003470e+03,2.679443e-02,classical,2.104884e+01
4.383316e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,2.369998e+03,4.016580e-02,1.328156e+03,1.019647e+03,4.351807e-02,classical,2.190355e+01
3.984149e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,2.519385e+03,1.555006e-02,1.374250e+03,1.045362e+03,3.143311e-02,classical,1.860276e+01
4.459375e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,2.104871e+03,1.868888e-02,1.300432e+03,9.464201e+02,3.903198e-02,classical,2.379852e+01
3.560646e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,3.129044e+03,1.842113e-02,1.599589e+03,1.251612e+03,4.711914e-02,classical,1.162759e+01
2.709480e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,3.772348e+03,2.636182e-02,1.968322e+03,1.539186e+03,4.449463e-02,classical,3.114606e+00
3.072097e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,3.773694e+03,4.519274e-02,1.721090e+03,1.401056e+03,4.650879e-02,classical,5.689682e+00
5.462014e+00,electronic_vs_classical/09-beethoven-overture_to_egmont-atm.mp3,2.092758e+03,3.365905e-02,9.626702e+02,8.640730e+02,3.234863e-02,classical,4.072278e+01
2.755870e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,3.791190e+03,5.671329e-02,2.011383e+03,1.619932e+03,4.663086e-02,classical,2.785610e+00
4.389475e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,2.156012e+03,2.451806e-02,1.218396e+03,9.284027e+02,3.045654e-02,classical,2.494838e+01
4.415923e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,2.240799e+03,1.847847e-02,1.340027e+03,9.556168e+02,2.603149e-02,classical,2.443658e+01
3.547767e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,2.232724e+03,5.011788e-02,1.497845e+03,1.059535e+03,3.335571e-02,classical,1.255467e+01
4.395425e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,1.332367e+03,1.009260e-02,1.705546e+03,1.071698e+03,2.761841e-02,classical,2.108698e+01
2.382499e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,3.181531e+03,1.446477e-03,3.101117e+03,2.092377e+03,3.469849e-02,classical,1.580646e+00
3.174393e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,2.675500e+03,8.347245e-02,1.542611e+03,1.253679e+03,3.805542e-02,classical,6.843971e+00
3.703780e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,2.477664e+03,3.193978e-03,2.150131e+03,1.389335e+03,3.396606e-02,classical,1.264421e+01
2.964280e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,3.561053e+03,7.323227e-02,1.946687e+03,1.573801e+03,4.949951e-02,classical,4.345908e+00
3.585204e+00,electronic_vs_classical/07-beethoven-pastoral-atm.mp3,2.364615e+03,2.980761e-02,1.456495e+03,1.048202e+03,2.685547e-02,classical,1.430163e+01
4.170951e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,3.779077e+03,5.501666e-03,1.674982e+03,1.308796e+03,5.224609e-02,classical,1.788333e+01
3.856028e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,2.542264e+03,7.097014e-02,1.593096e+03,1.084451e+03,3.875732e-02,classical,1.502494e+01
4.951308e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,2.068533e+03,1.272060e-02,1.310242e+03,9.501062e+02,3.707886e-02,classical,3.074157e+01
5.854467e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,1.600186e+03,9.886166e-03,1.374138e+03,7.854831e+02,2.178955e-02,classical,4.120328e+01
3.709613e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,2.557068e+03,8.151973e-02,1.584057e+03,1.103778e+03,3.381348e-02,classical,1.344133e+01
5.583688e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,1.925876e+03,1.001811e-02,1.277138e+03,9.016216e+02,3.005981e-02,classical,3.956870e+01
5.019174e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,2.333661e+03,1.902922e-02,1.159170e+03,9.095200e+02,4.046631e-02,classical,3.426695e+01
4.620141e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,2.145245e+03,2.255662e-02,1.217518e+03,1.177107e+03,5.688477e-02,classical,2.061842e+01
3.900460e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,2.458823e+03,1.513043e-02,1.582663e+03,1.233200e+03,2.609253e-02,classical,1.588049e+01
3.422745e+00,electronic_vs_classical/03-beethoven-eroica-atm.mp3,3.065790e+03,8.663025e-02,1.738647e+03,1.300413e+03,5.029297e-02,classical,9.511155e+00
2.754956e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,3.534137e+03,8.138525e-02,1.610596e+03,1.379661e+03,3.601074e-02,classical,2.737770e+00
2.558505e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,5.920285e+03,6.097557e-03,2.182090e+03,2.048217e+03,6.622314e-02,classical,-1.669164e+00
2.698106e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,3.742740e+03,3.326019e-02,1.970253e+03,1.656719e+03,4.928589e-02,classical,1.705591e+00
2.467340e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,3.979605e+03,4.752749e-02,2.011536e+03,1.734429e+03,4.522705e-02,classical,-4.397000e-01
3.219691e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,2.123712e+03,2.989184e-02,1.766878e+03,1.277392e+03,3.384399e-02,classical,8.221242e+00
3.450733e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,1.978363e+03,5.343212e-02,1.527051e+03,1.158189e+03,2.877808e-02,classical,1.016551e+01
3.005992e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,2.505927e+03,6.251247e-02,1.626075e+03,1.231476e+03,2.978516e-02,classical,6.380848e+00
3.385899e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,3.528754e+03,3.971937e-02,1.576292e+03,1.173305e+03,4.483032e-02,classical,9.820744e+00
3.993392e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,1.771106e+03,2.148192e-02,1.625687e+03,1.107149e+03,2.026367e-02,classical,1.608454e+01
3.148646e+00,electronic_vs_classical/05-beethoven-violin_concerto_in_d_major-atm.mp3,2.335007e+03,5.931605e-03,2.483567e+03,1.661571e+03,3.170776e-02,classical,7.000104e+00
1.335344e+00,electronic_vs_classical/11 - Fragments of time.mp3,1.044360e+03,2.425600e-01,3.308651e+03,2.409363e+03,3.686523e-02,electronic,-4.325669e+00
1.556491e+00,electronic_vs_classical/11 - Fragments of time.mp3,1.126456e+03,1.791061e-01,3.376545e+03,2.281094e+03,3.521729e-02,electronic,-2.799388e+00
8.913324e-01,electronic_vs_classical/11 - Fragments of time.mp3,1.187825e+04,1.839673e-01,3.755154e+03,3.519089e+03,7.452393e-02,electronic,-1.045201e+01
1.803446e+00,electronic_vs_classical/11 - Fragments of time.mp3,2.069879e+03,2.367558e-01,3.145253e+03,1.994157e+03,3.402710e-02,electronic,-1.229397e+00
1.190514e+00,electronic_vs_classical/11 - Fragments of time.mp3,6.290387e+03,2.127685e-01,3.486798e+03,2.796667e+03,6.262207e-02,electronic,-6.184303e+00
1.590042e+00,electronic_vs_classical/11 - Fragments of time.mp3,3.402246e+03,2.420674e-01,3.260392e+03,2.271547e+03,5.364990e-02,electronic,-2.985650e+00
8.210874e-01,electronic_vs_classical/11 - Fragments of time.mp3,1.199399e+04,2.333360e-01,3.968695e+03,3.614607e+03,6.552124e-02,electronic,-9.868424e+00
1.504225e+00,electronic_vs_classical/11 - Fragments of time.mp3,5.610745e+03,2.391509e-01,2.693894e+03,2.269757e+03,4.193115e-02,electronic,-5.472809e+00
8.348472e-01,electronic_vs_classical/11 - Fragments of time.mp3,9.718204e+03,2.229918e-01,3.574821e+03,3.261777e+03,6.890869e-02,electronic,-9.768799e+00
1.460081e+00,electronic_vs_classical/11 - Fragments of time.mp3,1.410425e+03,2.176331e-01,3.623758e+03,2.477784e+03,3.329468e-02,electronic,-3.413662e+00
