skewness,song,spectral_rolloff,energy,sv,spread,centroid,zcr,obsi,genre,kurtosis
1.68487434054,songs/System Of A Down - She's Like Heroin.mp3,6867.08431751,0.271129909298,0.340579365721,2599.65938047,2459.50496465,0.0743100973064,10.9173397542,metal,-7.24863896566
1.59236489546,songs/Metallica - For Whom The Bell Tolls.mp3,6300.44460982,0.239647181183,0.331499221696,2457.15820714,2449.06129179,0.0682151795,9.22401808732,metal,-9.4664710092
1.56006325252,songs/System Of A Down - Innervision.mp3,8036.82281259,0.315742395791,0.295667630216,2943.28653957,2758.07143885,0.0769016616187,12.2687246763,metal,-8.0641533418
1.56796327473,songs/System Of A Down - DDevil.mp3,6675.2785,0.307157905907,0.250779941559,2579.63105914,2416.00677419,0.0637238205296,12.8343374247,metal,-7.61713337253
1.53278714536,songs/System Of A Down - Boom!.mp3,7702.37265574,0.296966767905,0.2814132725,3053.8432377,2793.81054098,0.0728093133944,12.1524126148,metal,-7.56994832787
1.87980671213,songs/System Of A Down - Suite-Pee.mp3,5874.31916728,0.318875141919,0.319882938235,2500.52588235,2194.3035261,0.0574336334338,11.5031214963,metal,-4.45021968548
1.68456460655,songs/System Of A Down - Pictures.mp3,7066.94565066,0.313356820568,0.274223592795,2757.71429432,2542.17195371,0.0648670447031,12.2886312402,metal,-5.62914124279
1.45754732826,songs/System Of A Down - Stealing Society.mp3,8119.9109472,0.304845611638,0.29392519472,2674.39590373,2690.32204037,0.0845625976832,11.8194416062,metal,-10.7962425559
1.30738863677,songs/Metallica - The Thing That Should Not Be.mp3,7730.7871045,0.234133972531,0.312794925331,2979.25843882,3078.50771589,0.0739813905373,8.71152695499,metal,-12.3269649248
1.58911384556,songs/System Of A Down - Needles.mp3,7105.81059026,0.279066017043,0.268281782636,2948.87816046,2724.70964183,0.0720177244126,11.7126519699,metal,-7.66149098281
1.20495663668,songs/Metallica - Enter Sandman.mp3,8055.97648792,0.220381109144,0.314199023322,2782.87028523,2849.49990604,0.0710164535104,11.432193113,metal,-12.2446829626
1.1779767157,songs/Metallica - Fuel.mp3,9463.96503926,0.292359283676,0.277466997727,3022.64842355,3007.50827686,0.086496149812,13.3328813512,metal,-11.3425592438
1.69690965714,songs/System Of A Down - Suggestions.mp3,5909.1901892,0.279662467429,0.230454218118,2697.47043902,2368.64106969,0.0579552201787,11.160242861,metal,-5.64279924192
1.43244213531,songs/System Of A Down - The Metro.mp3,8348.6919425,0.251014220762,0.339283005875,2929.35860625,2817.92508875,0.0823055268125,11.8486570813,metal,-9.16907398531
1.52271979898,songs/System Of A Down - Science.mp3,8933.76207816,0.272777857986,0.285930172355,3051.30806826,2884.35582935,0.0782737326621,10.6770073686,metal,-8.71762233536
1.79107466756,songs/Metallica - Fade To Black.mp3,6049.71335657,0.212070820011,0.333731309544,2306.45205362,2348.14308941,0.0793756484316,9.03976919115,metal,-9.1742589791
1.18179314795,songs/Metallica - Metal Militia.mp3,8738.50296934,0.279545982022,0.273735290499,2789.45030053,2985.62642585,0.0999463199109,12.717358367,metal,-14.5212865586
1.23749497373,songs/Metallica - Blackened.mp3,7627.0843853,0.207672109376,0.310358344896,2635.54866852,2879.75954785,0.0840781282122,11.368080672,metal,-16.2520014222
1.554964082,songs/System Of A Down - Shimmy.mp3,8829.716895,0.25622085455,0.28525868,3046.73319,2888.35873,0.08102600255,10.64456906,metal,-8.080089573

1.54058294789,songs/System Of A Down - X.mp3,7646.98499061,0.275310632779,0.253253069014,3013.20437559,2788.05930047,0.0686102493798,10.6257542254,metal,-7.75208156338
1.32097192252,songs/Metallica - Seek & Destroy.mp3,7795.49762332,0.23247320924,0.331206165938,2763.05315416,2895.03060858,0.0930755852279,11.3853764525,metal,-13.5192392761
1.63938986051,songs/System Of A Down - Toxicity.mp3,7243.01638228,0.256629163259,0.288290024278,2915.02178228,2675.33866076,0.0708060349567,10.7885597744,metal,-6.76938484658
1.39433222957,songs/System Of A Down - B.Y.O.B..mp3,9018.61974837,0.287576318441,0.301106450108,2932.02309111,2858.45756616,0.0930669618714,11.6882234675,metal,-10.5652823759
1.49075448135,songs/System Of A Down - Sad Statue.mp3,8393.70794818,0.321675290953,0.29198860973,2814.22149459,2775.7657973,0.0889217898108,10.7447844892,metal,-9.86586916686
1.67292761413,songs/System Of A Down - Sugar.mp3,6564.21359964,0.333914351667,0.322197092754,2617.78013768,2452.92039493,0.070210885,12.9152340326,metal,-8.23249812149
1.84164264252,songs/System Of A Down - U-Fig.mp3,7411.88817981,0.246545933716,0.297293860262,2542.93081703,2537.06734795,0.0816602235237,10.2980604779,metal,-6.33237832625
1.16954518361,songs/Metallica - Wherever I May Roam.mp3,9057.56851377,0.228087393732,0.306426437094,2829.18707438,3120.30504986,0.095222661374,11.5461760373,metal,-15.2813349292
1.40894048753,songs/System Of A Down - Forest.mp3,9203.98064273,0.27253957971,0.273847110785,3258.74530947,3075.55428707,0.0786511994109,11.2110657829,metal,-8.58995366397
1.45798094435,songs/System Of A Down - Fuck The System.mp3,9151.4200795,0.311405068745,0.281066876569,3070.24687448,2887.35699582,0.0828720792469,12.6242741757,metal,-10.1296605916
1.77680439965,songs/System Of A Down - Atwa.mp3,7238.02137013,0.224692674616,0.386555338082,2951.09831761,2725.39608553,0.0653310324214,7.99455423239,metal,-5.59845498764
1.44308950917,songs/Metallica - (Anesthesia)-Pulling Teeth.mp3,6030.78959039,0.225008484721,0.319397096332,1974.62087773,2049.3182262,0.0569409365633,7.38494041048,metal,-11.4544604148
1.46262834216,songs/Metallica - Trapped Under Ice.mp3,6888.973325,0.273043013164,0.261943083364,2509.26895227,2581.75114545,0.0846802447045,11.2949658445,metal,-11.5085055909
1.77384455111,songs/System Of A Down - Mr. Jack.mp3,6819.35304422,0.250831343784,0.297577295809,2925.47463333,2706.95700667,0.0654611548622,10.9840337667,metal,-5.86126650413
1.59245861573,songs/System Of A Down - Violent Pornography.mp3,7483.57735262,0.314545679569,0.30778484733,2929.77388482,2641.49918298,0.075583014233,12.2926951414,metal,-6.79523337435
1.52003165245,songs/System Of A Down - Jet Pilot.mp3,9047.41886463,0.249008728131,0.287672039476,2995.55650655,2856.71585153,0.0800665320087,10.8301111354,metal,-8.12252631354
1.97333779404,songs/System Of A Down - Lonely Day.mp3,6087.07822517,0.227608983566,0.398151393576,2558.70893046,2339.41523477,0.0654876912914,8.49490257417,metal,-3.9217237056
1.23391040829,songs/Metallica - The Small Hours.mp3,9209.04132251,0.245476116127,0.33295258337,3278.52191022,3351.62534116,0.0804052197254,11.066161386,metal,-12.1974192408
1.11438776974,songs/Metallica - Last Caress-Green Hell.mp3,11066.5849814,0.238894233489,0.267497888886,3332.72690451,3535.11787268,0.109033800875,11.6118995666,metal,-15.0234260106
1.33613990281,songs/System Of A Down - This Cocaine Makes Me Feel Like I'm On This Song.mp3,8698.49343647,0.300610240009,0.308781695238,2765.57880087,2910.63138961,0.101728431991,12.9110157974,metal,-12.9648659502
1.56858674846,songs/System Of A Down - Darts.mp3,6570.12097304,0.279948567795,0.35988625802,2815.80599317,2600.25669625,0.0610754645877,11.5452082321,metal,-7.70080937379
1.83805930838,songs/Metallica - Battery.mp3,5826.010118,0.260169579334,0.289852363761,2492.8772549,2430.36538111,0.0697353858538,10.1927741248,metal,-7.70717280036
1.32706854224,songs/Metallica - The Unforgiven.mp3,7672.96899468,0.20270680761,0.337453911566,2902.52271983,2924.12458793,0.0682380499828,11.827648173,metal,-11.1420884431
1.16462109078,songs/Metallica - The Shortest Straw.mp3,8257.96626879,0.22415489854,0.287259360169,2751.39447599,2962.39247966,0.0867953972571,12.7459694219,metal,-14.4221634958
1.38243688738,songs/Metallica - Creeping Death.mp3,7057.39972931,0.259490600756,0.290368393829,2447.00492847,2624.97507433,0.0924766080365,10.5192352534,metal,-13.6164770743
1.43748804206,songs/System Of A Down - A.D.D..mp3,8766.48364118,0.31759136507,0.240397649706,3056.89276471,2936.25656176,0.0754905246824,11.8341425059,metal,-9.02993886471
1.39886906801,songs/Metallica - Whiplash.mp3,7764.14081141,0.272223255393,0.254828711678,2836.93950112,2818.46978456,0.0833181082908,12.7018090022,metal,-10.2358806708
1.86277883109,songs/Johann Sebastian Bach - Toccata A Fuga D Moll Bwv 565.mp3,5634.26040914,0.113811199343,0.311895565378,2156.81383613,1952.75770651,0.070014696657,6.10508321387,classical,-5.92963349661
4.97322893167,songs/Mozart - Piano Sonata No. 21 in C KV467 Andante.mp3,2074.82951617,0.0320532945697,0.425945885017,1321.18501567,928.432180167,0.031431477775,4.864317615,classical,34.4487800201
3.43955005357,songs/Johann Sebastian Bach - Koncert Bwv 10Adagio.mp3,3027.96252679,0.0629964196723,0.452952327798,1625.95400298,1465.89280357,0.0562896727679,3.85855275506,classical,7.48350646875
2.34379785387,songs/Johann Sebastian Bach - Suita C.3 Bwv 10Air.mp3,3632.55330945,0.0890685230156,0.357779725601,1386.10355,1384.24876993,0.0421079655533,8.33110455515,classical,-1.58933810821
4.63436095185,songs/beethoven-emperor-atm.mp3,2353.09838413,0.0434363878588,0.363180457592,1317.32718699,1083.77103127,0.0388081399419,2.84112322924,classical,27.4178380496
2.29976857394,songs/Johann Sebastian Bach - Braniborsky Koncert C.5 D Dur Bwv 10Allegro.mp3,3904.30927402,0.0776689916433,0.429589082745,1690.6454232,1572.50346127,0.0463095273895,5.2161852835,classical,-2.31929784415
3.06370956792,songs/Mozart - Great miss I Kyrie andante moderato II glory.mp3,3248.04598857,0.0359130288883,0.358745095338,1768.55815195,1501.00123857,0.0445882822208,5.4486691374,classical,4.96990402325
1.89775706967,songs/Johann Sebastian Bach - Koncert Bwv 10Largo Ma Non Tanto.mp3,4938.00000203,0.0499123127176,0.463843991701,2015.53599746,2066.08004759,0.0653225664518,5.59548728883,classical,-8.39030885373
6.62635949357,songs/Mozart - Rondo alla turca form sonata No. 11 in a major KV 331.mp3,1528.79168997,0.0690773966794,0.479105614139,1106.39189717,794.304480977,0.0323487897326,2.25742596504,classical,53.5432891517
2.34478896333,songs/Johann Sebastian Bach - Partita Pro Housle C.3 E Dur Bwv 10Preludio.mp3,4023.97844667,0.065514169966,0.414466478311,1213.43663489,1654.54464222,0.0709892443393,-1.40207301685,classical,-17.8782820089
2.9791127611,songs/Johann Sebastian Bach - Suita C.2 Bwv 10Badinerie.mp3,3547.68261753,0.0956560532011,0.378030112857,1621.13466169,1472.90015974,0.0324796206374,3.23496649351,classical,4.29255027987
4.00788191948,songs/Johann Sebastian Bach - Jesus Bleibet Meine Freude Bwv 147.mp3,2961.20491977,0.101187856655,0.367105707851,1342.44208768,1196.10471175,0.0408313827221,6.69146992264,classical,20.2941825736
2.98560203934,songs/Mozart - Sinphony No. 41 'jupiter' in C major KV 551 allegro vivace.mp3,3278.3728077,0.0768026119066,0.372551663697,1649.60854672,1354.48451459,0.0425902319828,10.6770136698,classical,5.75532560613
2.27586654436,songs/Johann Sebastian Bach - Suita C.3 Bwv 10Ouverture.mp3,3767.17573198,0.116948161044,0.369774175289,1368.09307925,1401.68779774,0.0550402613647,8.03901671739,classical,-4.50668518403
3.18577529297,songs/Mozart - Sinphony No 25 in G minor K 183 Allegro con brio.mp3,2971.7737565,0.0455582129398,0.455180921174,1517.56992782,1297.91524812,0.0401764648778,4.86772589509,classical,8.33103800396
3.12935151086,songs/beethoven-choral-atm.mp3,3055.39120838,0.045308479854,0.342662133123,1738.16833512,1435.22303706,0.0448000092131,4.66588360422,classical,6.16405599328
3.6544018967,songs/beethoven-overture_to_egmont-atm.mp3,2849.13119637,0.0394303614002,0.327930005486,1700.63717269,1341.3984826,0.0409096201211,3.61103863888,classical,12.7093277375
4.86987503344,songs/beethoven-eroica-atm.mp3,2354.666275,0.028011311199,0.370805216016,1499.28970891,1062.81479328,0.030943059825,4.19500925953,classical,30.0350241494
8.23641769695,songs/beethoven-fur_elise-atm.mp3,1879.516115,0.0247754571761,0.385019503529,1239.02873265,862.2073,0.0244549920979,3.60907504529,classical,88.2426195661
2.25445153642,songs/Mozart - Minueto for fun in D major KV  605.mp3,4100.03418146,0.0660326716079,0.462948351589,1826.79510596,1686.79322494,0.049571797521,3.83701439073,classical,-2.90446298263
3.46992503518,songs/Mozart - German dance No 1 in D major KV 605.mp3,2763.89209146,0.132451214723,0.423399994673,1618.65457286,1313.2292804,0.0365591383769,2.75082009598,classical,9.84874872774
3.95198849891,songs/beethoven-pastoral-atm.mp3,2651.50782789,0.0350455469415,0.361403586608,1621.23366709,1216.238034,0.0357325568174,4.91791154355,classical,17.3027749285
1.93281900924,songs/Johann Sebastian Bach - Koncert Bwv 10Vivace.mp3,5094.40009409,0.0949882054264,0.51338200305,2132.56089362,2067.7845747,0.0628260979235,6.29709438061,classical,-6.8659197704
2.95122466841,songs/beethoven-violin_concerto_in_d_major-atm.mp3,3574.14145404,0.0426458804068,0.438767765585,1827.20946623,1604.21464555,0.0485060062743,1.71608903415,classical,4.21821160673
2.78381753395,songs/Johann Sebastian Bach - Braniborsky Koncert C.1 F Dur Bwv 10Allegro.mp3,2928.54070828,0.146297269419,0.40428629446,1348.9319089,1236.61388199,0.0384782432021,2.87663355859,classical,3.29334985161
3.48380933669,songs/Mozart - Piano concert No. 233 in A major KV 488 allegro.mp3,2576.78148384,0.129187072767,0.459627399769,1658.70658533,1309.82828524,0.0382146497279,5.08126189431,classical,10.4700175158
3.4709975173,songs/beethoven-symphony_nr_5-atm.mp3,2935.0297787,0.0458308260056,0.384507821163,1664.28180998,1315.50077837,0.0366917769418,5.15952298153,classical,11.1688738263
0.95981629201,songs/Johann Sebastian Bach - Francouzska Suita C.5 G Dur Bwv 8Sarabande.mp3,12171.561203,0.0313491349694,0.435300613968,3748.31196154,3884.07172267,0.0938011501397,0.959119309322,classical,-14.031320033
2.74789319057,songs/Johann Sebastian Bach - Braniborsky Koncert C.2 F Dur Bwv 10Allegro.mp3,3507.45488288,0.0891096782062,0.381144963063,1334.91923994,1461.87197447,0.0556234640132,3.1954653003,classical,-4.11740004303
4.59540541053,songs/Mozart - Miss of requien in D minor KV6 Confutatis.mp3,2053.10590351,0.040187260854,0.324600619649,1326.67605368,1055.67605474,0.0316790665579,3.65056718596,classical,25.1318292811
7.35648419705,songs/beethoven-moonlight-atm.mp3,1264.03753839,0.0137824781508,0.343063095881,1519.39016195,715.800119721,0.0176122110314,4.48207602653,classical,62.0294069389
2.45329902058,songs/Johann Sebastian Bach - Das Musikalische Opfer Bwv 10Canon.mp3,3634.01365468,0.129586126848,0.585229952086,1668.21419496,1648.94659892,0.0550541499831,6.67732758633,classical,-3.54491304129
0.811880022263,songs/Johann Sebastian Bach - Francouzska Suita C.5 G Dur Bwv 8Allemande.mp3,13418.1406887,0.0369741952944,0.455778708073,3816.28229358,4217.89904587,0.123818123787,1.2760447263,classical,-17.2390349685
7.53659769442,songs/beethoven-pathetique-atm.mp3,1389.49121537,0.0166588959174,0.355062895642,1480.75635175,769.172547276,0.0191643861553,3.47303203307,classical,69.8220939453
2.44837309787,songs/Mozart - Sinphony No. 40 in G minor KV 550 molto allegro.mp3,3662.04769834,0.0998167873651,0.419623900201,1861.43748994,1621.91951692,0.0490051990864,6.00504146509,classical,-0.703706287065
3.09725777859,songs/Mozart - The Magic flute KV 620 Overture.mp3,3162.18495183,0.0706510189947,0.378235293211,1969.57846475,1575.07416789,0.0458041355522,4.96771166319,classical,6.16176049617
3.13371582956,songs/Johann Sebastian Bach - Koncert Bwv 10Presto.mp3,3654.31808373,0.124659525549,0.438727005827,1686.03965092,1650.15362467,0.0582274586877,4.02542608976,classical,2.1160397502
